Timestamp,Object,Count
2025-03-03 02:57:31,bottle,1
2025-03-03 02:57:31,bottle,1
2025-03-03 02:57:31,bottle,1
2025-03-03 02:57:31,bottle,1
2025-03-03 02:57:31,bottle,1
2025-03-03 02:57:32,bottle,1
2025-03-03 02:57:32,bottle,1
2025-03-03 02:57:32,bottle,1
2025-03-03 02:57:32,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:33,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:34,bottle,1
2025-03-03 02:57:35,bottle,1
2025-03-03 02:57:35,bottle,1
2025-03-03 02:57:35,bottle,1
2025-03-03 02:57:36,person,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:36,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,bottle,1
2025-03-03 02:57:37,person,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,person,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,bottle,1
2025-03-03 02:57:38,person,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,bottle,1
2025-03-03 02:57:39,person,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:40,bottle,1
2025-03-03 02:57:41,bottle,1
2025-03-03 02:57:41,bottle,1
2025-03-03 02:57:41,bottle,1
2025-03-03 02:57:41,person,1
2025-03-03 02:57:42,person,1
2025-03-03 02:57:42,person,1
2025-03-03 02:57:42,bottle,1
2025-03-03 02:57:42,bottle,1
2025-03-03 02:57:42,bottle,1
2025-03-03 02:57:42,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:43,person,1
2025-03-03 02:57:43,bottle,1
2025-03-03 02:57:44,bottle,1
2025-03-03 02:57:44,bottle,1
2025-03-03 02:57:45,person,1
2025-03-03 02:57:45,bottle,1
2025-03-03 02:57:45,bottle,1
2025-03-03 02:57:45,person,1
2025-03-03 02:57:45,bottle,1
2025-03-03 02:57:46,person,1
2025-03-03 02:57:46,person,1
2025-03-03 02:57:46,person,1
2025-03-03 02:57:47,person,1
2025-03-03 02:57:47,person,1
2025-03-03 02:57:48,person,1
2025-03-03 02:57:48,cat,1
2025-03-03 02:57:48,cat,1
2025-03-03 02:57:48,cat,1
2025-03-03 02:57:48,cat,1
2025-03-03 02:57:48,cat,1
2025-03-03 02:57:48,bottle,1
2025-03-03 02:57:48,bottle,1
2025-03-03 02:57:48,bottle,1
2025-03-03 02:57:48,bottle,1
2025-03-03 02:57:48,bottle,1
2025-03-03 02:57:48,chair,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,chair,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:49,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,person,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:50,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:51,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,dog,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:52,bottle,1
2025-03-03 02:57:53,bottle,2
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:53,bottle,1
2025-03-03 02:57:54,person,1
2025-03-03 02:57:55,bottle,1
2025-03-03 02:57:56,person,1
2025-03-03 02:57:56,bottle,1
2025-03-03 02:57:56,bottle,1
2025-03-03 02:57:56,person,1
2025-03-03 02:57:56,bottle,1
2025-03-03 02:57:56,person,1
2025-03-03 02:57:57,bottle,1
2025-03-03 02:57:57,person,1
2025-03-03 02:57:57,bottle,1
2025-03-03 02:57:57,person,1
2025-03-03 02:57:57,person,1
2025-03-03 02:57:57,bottle,1
2025-03-03 02:57:57,bottle,1
2025-03-03 02:57:57,person,1
2025-03-03 02:57:57,bottle,1
2025-03-03 02:57:58,bottle,1
2025-03-03 02:57:58,bottle,1
2025-03-03 02:57:58,bottle,1
2025-03-03 02:57:58,person,1
2025-03-03 02:57:58,bottle,1
2025-03-03 02:57:58,bottle,1
